Gene,AccNum,seqlogo_logL_L24_t1,seqlogo_logL_S15_t0,seqlogo_logL_S15_t1,seqlogo_logL_S15_t2,TIS,MFE_fpUTR_normed,MFE_fpUTRandORF_normed,ER_L24_t1_logFC,ER_L24_t1_change,ER_S15_t0_logFC,ER_S15_t0_change,ER_S15_t1_logFC,ER_S15_t1_change,ER_S15_t2_logFC,ER_S15_t2_change,fpUTR_gc_percent
BUD23,NM_001202560,-18.673480837358998,-18.637114731205628,-18.757716591975086,-18.972489857158624,131.0,-0.3582758620689656,-0.3774683544303797,0.150378089249901,No,0.118054957817899,No,0.20917870000000002,No,-0.06528085,No,0.6379310344827587
ALDH16A1,NM_153329,-18.674399532876066,-18.637127449887466,-18.75881760054296,-18.972889937179968,109.0,-0.42267241379310333,-0.4339351851851852,0.17072428893746,No,0.144066247197086,No,0.14164939999999998,No,-0.01907567,No,0.6293103448275862
PIP4P2,NM_018710,-18.674880417713414,-18.63981598956357,-18.758950810225734,-18.974512102539393,118.0,-0.3688938053097345,-0.3651840490797546,0.328262011846907,No,-0.169466876199415,No,0.304699291791308,No,-0.0333510863180207,No,0.7477876106194691
SP1,NM_138473,-18.675468480064968,-18.645279459963668,-18.76382081113797,-18.974913845277058,80.0,-0.2443298969072165,-0.3237055837563452,-0.212696129224612,No,0.401343582934531,No,0.3266127,No,0.08689447,No,0.7010309278350515
KLF13,NM_015995,-18.67715056624796,-18.64570875853072,-18.764752622108265,-18.975334809290857,113.0,-0.5361731843575419,-0.5376637554585153,0.614527931135596,No,0.681767547918029,No,0.9071460708831641,No,0.38837736161320896,No,0.7849162011173184
TMEM120B,NM_001080825,-18.678934688041462,-18.650905205273485,-18.76522328033973,-18.975334809290857,97.0,-0.5260416666666666,-0.4567213114754098,0.0707263666303258,No,-0.144032770505381,No,-0.15352097439462303,No,-0.0927335959341151,No,0.7777777777777778
BRD8,NM_139199,-18.678934688041462,-18.65099534166383,-18.76574454314876,-18.977686109443454,104.0,-0.3683636363636364,-0.33425806451612905,-0.20213499304514396,No,-0.0787383974241486,No,-0.14979546291510298,No,0.0819404038808585,No,0.6363636363636364
OXLD1,NM_001304999,-18.680167000846527,-18.65359158802159,-18.76615659275401,-18.97776691425947,78.0,-0.4716666666666667,-0.5375,0.68705937030698,No,1.26374243611552,enrich,1.27465964613732,enrich,0.896086290220533,No,0.7833333333333333
XPO5,NM_020750,-18.68057843882805,-18.653676928179895,-18.76711552963868,-18.97776691425947,119.0,-0.4718957345971564,-0.4534726688102894,-0.256001966708891,No,-0.20886434292353198,No,-0.20385673419939102,No,-0.30533426950225706,No,0.7488151658767772
GPR146,NM_001303474,-18.681395098734612,-18.654093552497283,-18.767220885007067,-18.978005037846735,72.0,-0.4247619047619048,-0.4386401673640167,0.176361634722202,No,0.228883903317567,No,-0.0478058547918234,No,0.05579558,No,0.6428571428571429
C21orf2,NM_001271441,-18.683248667383925,-18.65466507055279,-18.76722753082085,-18.979789159640237,86.0,-0.4996634615384616,-0.5049025974025974,0.40234379867935904,No,0.486325669470909,No,0.37903611272341603,No,0.6915209926546751,No,0.7788461538461539
SHARPIN,NM_030974,-18.68363320882301,-18.65468554536365,-18.767702752608532,-18.979789159640237,117.0,-0.5415495867768595,-0.5593493150684932,0.679239223147389,No,1.25142267534604,enrich,1.558188,enrich,1.070532,enrich,0.7272727272727273
GTPBP8,NM_014170,-18.68363320882301,-18.654950180641087,-18.769169243005095,-18.979789159640237,127.0,-0.31042553191489364,-0.356734693877551,0.0800185812238972,No,-0.125410673555238,No,-0.267956718744038,No,0.04268458,No,0.5531914893617021
CDAN1,NM_138477,-18.685449369062653,-18.65676671156748,-18.76974744048543,-18.979789159640237,114.0,-0.20846153846153845,-0.3926984126984127,0.114044362078634,No,0.641995068574218,No,0.5133899000000001,No,-0.09045958,No,0.8076923076923077
VKORC1L1,NM_173517,-18.68590335735755,-18.6577467370902,-18.77069719576802,-18.980858106829146,113.0,-0.663992673992674,-0.6163270777479892,0.478539586949315,No,-0.155469496326306,No,-0.0381615108955902,No,0.2057455,No,0.8315018315018315
HGSNAT,NM_152419,-18.6901478898442,-18.658787689150255,-18.77085937733672,-18.98229228985836,81.0,-0.32125,-0.6693918918918919,0.266984172184861,No,0.0956420227964878,No,0.05519827,No,0.1987329,No,0.875
DOCK2,NM_004946,-18.69289892321609,-18.658815684279105,-18.771456444227187,-18.985066216741078,112.0,-0.435,-0.4067777777777778,-0.14550626614320497,No,-0.20394347466431498,No,-0.2060429,No,-0.2769006,No,0.775
UHRF1BP1,NM_017754,-18.6946830450096,-18.65953286459798,-18.77315599039711,-18.98765015177521,105.0,-0.6237606837606838,-0.5220958083832336,-0.0630183516533018,No,0.0804508999883902,No,0.05413796,No,-0.01495235,No,0.7692307692307693
RAB4B,NM_016154,-18.6946830450096,-18.662489797296647,-18.776091186457066,-18.988238214126767,120.0,-0.5774522292993629,-0.4503501945525292,0.299984898764739,No,-0.0289473383509251,No,-0.5272720000000001,No,-0.1814585,No,0.7834394904458599
NDUFB6,NM_002493,-18.6946830450096,-18.66533731846033,-18.777651164368173,-18.989022835587186,88.0,-0.4003225806451613,-0.4170982142857143,0.154170270320976,No,-0.49590511026901396,No,-0.32629103596231607,No,0.07082219,No,0.6290322580645161
RRAGC,NM_022157,-18.695340554216973,-18.66818897826065,-18.77773377070152,-18.99083899582682,78.0,-0.5682485875706215,-0.5428519855595668,-0.211923501315535,No,-0.27368808711154896,No,-0.4425652,No,-0.02954291,No,0.8248587570621468
ZNF460,NM_006635,-18.69728382670965,-18.670333219237108,-18.77795815309915,-18.991006094164586,113.0,-0.4804968944099378,-0.4668246445497629,0.0774347459757661,No,-0.0777234454569688,No,0.01702556,No,0.004829565,No,0.6832298136645962
ANKLE2,NM_015114,-18.698516139514727,-18.671763866618804,-18.778842834523786,-18.99162361728724,91.0,-0.5612222222222222,-0.6348421052631579,0.21739915782271801,No,-0.0451198559585777,No,0.07475143,No,0.08857108,No,0.8888888888888888
PBDC1,NM_016500,-18.699553975244196,-18.67242154503777,-18.780449548040842,-18.992692564476144,115.0,-0.39295238095238094,-0.3967419354838709,-0.18412124182282102,No,0.0979904515538153,No,0.332246775912567,No,0.21443939999999997,No,0.6095238095238096
ZBTB45,NM_001316978,-18.702570409842764,-18.67430469727568,-18.78155476024004,-18.993034386390253,118.0,-0.4376524953789279,-0.441591263650546,0.305013394225461,No,0.540251886757794,No,0.3975331,No,-0.06766434,No,0.6395563770794824
NAPG,NM_003826,-18.702570409842764,-18.675420287105503,-18.782013127523093,-18.993034386390253,118.0,-0.5062555066079295,-0.4639449541284404,-0.19652192754882297,No,-0.000503547062362207,No,-0.0123782596286855,No,0.0327258061165316,No,0.6828193832599119
MTMR10,NM_017762,-18.705321443214654,-18.6773903828988,-18.78560064308957,-18.994543327390577,98.0,-0.4463265306122449,-0.3612626262626263,0.0972901348252794,No,-0.20439017157671302,No,-0.274647,No,0.11262169999999999,No,0.7346938775510204
DNTTIP1,NM_052951,-18.70565207638017,-18.67996875067316,-18.789671643430022,-18.99670411527922,85.0,-0.4825,-0.4858928571428571,0.0473919215553284,No,0.126795226916553,No,0.1142125,No,0.1289308,No,0.7205882352941176
ITPA,NM_001324240,-18.70792222491471,-18.680058887063502,-18.78967433952547,-18.99764056680516,104.0,-0.4578125,-0.4246232876712329,0.00120947170146636,No,0.10581915109586901,No,0.040888462708865994,No,0.133624243868224,No,0.6614583333333334
GPD1L,NM_015141,-18.712620745696267,-18.680880138946193,-18.790334627207283,-18.997807665142915,112.0,-0.537860696517413,-0.4616943521594684,0.120867782869731,No,-0.256154974193906,No,-0.24048595052043698,No,-0.13318239007276803,No,0.7611940298507462
TBCD,NM_005993,-18.71547381467867,-18.6812577937146,-18.791903540434927,-18.998628709178053,101.0,-0.4039230769230769,-0.4734347826086957,-0.153110942402811,No,0.0805963178219694,No,0.05405063,No,-0.18081979999999997,No,0.676923076923077
ACSS1,NM_032501,-18.718074596378727,-18.68229408730916,-18.792479317564197,-19.002262015492295,122.0,-0.408,-0.5722777777777778,0.230567599756004,No,0.276045390529083,No,0.29933574750332104,No,0.14822383379585802,No,0.725
MAP7D1,NM_018067,-18.71961631155481,-18.683109084499378,-18.794472012250843,-19.002262015492295,78.0,-0.6148565121412803,-0.593508137432188,0.364532145018014,No,0.31062242005346696,No,0.47178401169312895,No,0.0205957397106351,No,0.8079470198675497
ATAD3A,NM_018188,-18.720000852993888,-18.68372222349346,-18.79641406523959,-19.00267345347382,94.0,-0.5426190476190477,-0.5661504424778762,-0.11607753187485101,No,0.00525071666997933,No,-0.2884244,No,-0.4631505,No,0.7857142857142857
HMGN1,NM_004965,-18.721657862534347,-18.6845530470951,-18.796754855419074,-19.003672784595317,71.0,-0.5239705882352941,-0.4661184210526315,1.1355425490067,enrich,1.5516560435231102,enrich,2.211505,enrich,1.4590370000000001,enrich,0.7647058823529411
BDP1,NM_018429,-18.721886460089348,-18.685483931361265,-18.797906667814697,-19.00432234616411,100.0,-0.5061977186311787,-0.5179063360881543,-0.43234236548553295,No,-0.0409216489958597,No,0.01364163,No,0.006359462,No,0.688212927756654
NEK4,NM_003157,-18.722442483994765,-18.68551996908369,-18.79863354650906,-19.00753907259314,78.0,-0.4709852216748768,-0.4636303630363036,-0.00336491982298642,No,-0.11350128973161601,No,0.00174625373211092,No,0.27304677007295397,No,0.7389162561576355
NECTIN2,NM_001042724,-18.72367058188285,-18.686929303139074,-18.80017658989065,-19.007960036606928,104.0,-0.4805641025641026,-0.5115714285714286,0.32547134015026596,No,0.538946313566472,No,0.21558960000000002,No,-0.2514058,No,0.7230769230769231
MICALL2,NM_182924,-18.72367058188285,-18.687193938416506,-18.80237388868169,-19.007960036606928,106.0,-0.5906122448979592,-0.5375303643724697,0.23338178710425303,No,0.137445290128298,No,0.333683520123655,No,0.0532011364478775,No,0.7959183673469388
VSIR,NM_022153,-18.727308272325672,-18.687506176742037,-18.802420247379832,-19.008278965010213,87.0,-0.5173758865248227,-0.4960580912863071,0.623301277023093,No,0.357939756908114,No,0.2449022,No,0.19935129999999998,No,0.7872340425531915
TSC22D4,NM_030935,-18.728957165015963,-18.6887484383252,-18.803172630608245,-19.00877669651349,82.0,-0.4556423841059602,-0.4494970760233918,0.35093656151478403,No,0.40083808551561995,No,0.48226644480170205,No,-0.155265491413964,No,0.6794701986754967
SIDT2,NM_001040455,-18.728957165015963,-18.688931670241168,-18.80463973832916,-19.0088575013295,94.0,-0.28975609756097565,-0.3677304964539007,0.313850152714502,No,0.220419128307947,No,0.1727757,No,-0.31550500000000004,No,0.8536585365853658
ACBD5,NM_001352579,-18.730569804343126,-18.689371103351547,-18.80662389405105,-19.010630265162813,121.0,-0.3769301470588236,-0.3838043478260869,-0.344276418618196,No,-0.262494025057732,No,-0.1441426,No,-0.4300963,No,0.5790441176470589
GORASP2,NM_015530,-18.732038831553364,-18.68958734294586,-18.806787297025203,-19.010630265162813,81.0,-0.4042453987730061,-0.4172131147540984,-0.16593252915163198,No,-0.00866249234566009,No,0.137011454370754,No,0.0320530566597998,No,0.5987730061349693
SPOUT1,NM_016390,-18.732423372992447,-18.68958734294586,-18.807087974870306,-19.010879746710266,110.0,-0.22951219512195126,-0.2776595744680851,0.147700108569516,No,0.296242227252395,No,0.3153768,No,-0.07853007,No,0.6341463414634146
TMOD1,NM_003275,-18.732455411438586,-18.689802836966734,-18.807907767849574,-19.01104170314434,85.0,-0.3506103286384977,-0.3399680511182109,0.00626642790213998,No,0.32575367046539805,No,0.14855394950794001,No,0.1633880473582,No,0.7511737089201878
CCT6A,NM_001762,-18.733822953346863,-18.69044465237211,-18.809562408467336,-19.013144753341123,121.0,-0.4290243902439024,-0.4546590909090909,-0.6551681546799539,No,-0.36945269965153704,No,-0.4507899,No,-0.04026345,No,0.7134146341463414
TMEM41B,NM_015012,-18.737736852668004,-18.691087399958167,-18.81044853290878,-19.01331185167888,105.0,-0.5114067278287462,-0.5239110070257611,-0.31043600782805103,No,-0.196119487499189,No,-0.434256324986749,No,-0.22873794866372701,No,0.7003058103975535
RPLP1,NM_001003,-18.740007001202546,-18.692309151009397,-18.811376460078844,-19.014134558430342,98.0,-0.3734108527131783,-0.3397816593886463,0.0191622841859259,No,0.6189401361400589,No,0.5385915,No,0.48273180000000004,No,0.6821705426356589
PPT1,NM_000310,-18.74079162266296,-18.694910191470086,-18.81194842266456,-19.01615680381111,122.0,-0.4754310344827586,-0.523012048192771,0.24185503198625896,No,-0.39369995886463105,No,-0.28395319768939,No,-0.23932936399748198,No,0.6896551724137931
NTAN1,NM_173474,-18.741860569851863,-18.695487065073046,-18.81229712379184,-19.016744866162664,67.0,-0.6701851851851851,-0.6007211538461539,0.43345670577219503,No,0.0997492918966152,No,0.33529655789945895,No,0.5921375,No,0.8703703703703703
CTSD,NM_001909,-18.742089167406867,-18.699028766750267,-18.814238384744176,-19.019009872793518,95.0,-0.4221804511278195,-0.3860515021459228,0.471905187306065,No,0.067492772473336,No,-0.06553197,No,-0.16547720000000002,No,0.7593984962406015
SGPP1,NM_030791,-18.74354265603485,-18.69932632598628,-18.814783044821095,-19.02011342265721,90.0,-0.5376158940397352,-0.5134262948207171,0.246592377983367,No,0.0188008401210594,No,0.02768412,No,-0.03169744,No,0.7814569536423841
NR1D2,NM_005126,-18.74387328920037,-18.700354859118235,-18.81519601652195,-19.0216801013494,70.0,-0.5936990595611285,-0.5346778042959427,-0.22433289657532998,No,-0.37156698551680295,No,0.1028566,No,0.30169850000000004,No,0.8025078369905956
NOL10,NM_024894,-18.74387328920037,-18.700433658219968,-18.816703099683554,-19.0234642231429,96.0,-0.437063492063492,-0.3993362831858407,-0.34770452719585804,No,-0.44961908982469606,No,-0.38474240000000004,No,-0.3208013,No,0.6904761904761905
ATG9A,NM_001077198,-18.748759792312136,-18.7013205762382,-18.816740311797265,-19.023875491912836,111.0,-0.4811063829787234,-0.4539402985074626,0.46704053797100703,No,0.297598702072461,No,0.3373535,No,0.1209529,No,0.6851063829787234
CDK6,NM_001145306,-18.749571310315,-18.701409081911027,-18.817128119835537,-19.028579323809673,70.0,-0.4966924564796906,-0.4852998379254457,0.00744562183591739,No,-0.105948501267881,No,-0.2758877,No,-0.12062160000000001,No,0.7098646034816247
PDXK,NM_003681,-18.753854178198047,-18.701502605408876,-18.819461753633867,-19.02906020864702,66.0,-0.4887373737373737,-0.5220134228187919,0.23899774788035003,No,0.10010784261638699,No,0.14034187576152,No,-0.096791381050553,No,0.803030303030303
RBL2,NM_005611,-18.754442240549604,-18.70152409715067,-18.819884937175782,-19.031082454027786,71.0,-0.5455084745762713,-0.5453669724770642,-0.330579357085894,No,-0.0170446756606381,No,-0.17969670000000001,No,-0.08282283,No,0.7796610169491526
FOXK2,NM_004514,-18.761410909865692,-18.70213723614475,-18.820089014818357,-19.031082454027786,92.0,-0.5664912280701755,-0.6802952029520296,0.17631091099623603,No,0.6080735015885179,No,0.59215,No,-0.2137701,No,0.8713450292397661
HARS2,NM_012208,-18.761663197148046,-18.704112775317107,-18.821511552294623,-19.03752610979948,68.0,-0.3619730941704036,-0.4235913312693497,-0.0674289831743658,No,-0.19851095199618002,No,-0.44458812206488796,No,-0.07352686,No,0.6143497757847534
ARF5,NM_001662,-18.761891794703047,-18.70519751308626,-18.821833511943396,-19.040904192326288,86.0,-0.5669387755102041,-0.4978137651821862,0.270038855667041,No,-0.0556241331834546,No,0.0198271,No,-0.05474618,No,0.8367346938775511
PSMD11,NM_001270482,-18.765946065031084,-18.707017786096987,-18.822708780112887,-19.041482728645576,117.0,-0.39901639344262296,-0.4598136645962733,-0.24804576881540802,No,-0.242615647354103,No,-0.129823203253876,No,0.116350590047325,No,0.7049180327868853
FRY,NM_023037,-18.767589815817683,-18.707396645734025,-18.82411812100832,-19.04213229021437,106.0,-0.4731451612903226,-0.4460234899328859,-0.384929851328044,No,-0.0983871371857548,No,-0.02427552,No,0.3336407,No,0.6834677419354839
NRDE2,NM_017970,-18.76896249962965,-18.710598218433077,-18.82500220120888,-19.042224630581032,124.0,-0.3745493562231759,-0.4027927927927928,-0.133663689771542,No,-0.18720522518916297,No,-0.10482480000000001,No,-9.338651e-05,No,0.7081545064377682
P4HTM,NM_177938,-18.770190597517747,-18.71074040933991,-18.826153970106425,-19.044494779115567,106.0,-0.5078223495702006,-0.5344988864142539,0.335479444492268,No,0.026149592514442002,No,-0.0945391320193911,No,-0.0498601589631391,No,0.7134670487106017
WDR82,NM_025222,-18.77026004437357,-18.711876294079907,-18.827624071541358,-19.044906217097093,86.0,-0.4794326241134752,-0.4437434554973822,-0.203512829592821,No,-0.00880292706187279,No,-0.21063004404808103,No,-0.255143802856724,No,0.7411347517730497
PCMT1,NM_005389,-18.775305698184518,-18.711883920041988,-18.82803026115195,-19.046997909333687,64.0,-0.3251515151515152,-0.4472932330827068,0.0848756970771396,No,0.323098168699777,No,0.5500483,No,0.4299800999999999,No,0.7878787878787878
NAA25,NM_024953,-18.776098436495108,-18.712431675941065,-18.82950356066635,-19.05616213842481,121.0,-0.3136206896551724,-0.3961392405063292,-0.337349498210295,No,-0.26530250310980497,No,-0.27090390000000003,No,-0.31991690000000006,No,0.6724137931034483
ZNF263,NM_005741,-18.77942941536837,-18.716171662941694,-18.83037745742737,-19.057566860682922,119.0,-0.5525301204819277,-0.545625,0.3778918948883,No,0.0481831134766399,No,0.29978340000000003,No,0.2969808,No,0.7048192771084337
SMIM10L1,NM_001271592,-18.77942941536837,-18.716691278437928,-18.830526072031372,-19.059253330994483,86.0,-0.5598863636363637,-0.5068478260869564,0.931682778901629,No,0.831746182450514,No,0.7838376686673308,No,-0.14971653849340602,No,0.75
EMID1,NM_133455,-18.784295203699287,-18.71691326844699,-18.830612346927897,-19.060243136083702,100.0,-0.5278740157480315,-0.5973127753303965,0.33298985399340697,No,0.252440745285823,No,0.14032020000000003,No,0.1648737,No,0.84251968503937
PRKRIP1,NM_024653,-18.78593895448588,-18.720419586044823,-18.831935524747976,-19.062923059883445,105.0,-0.21927272727272729,-0.3710322580645161,0.0179065216413076,No,0.30473899320181796,No,0.314406,No,0.7297501999999999,No,0.6545454545454545
SPRYD7,NM_020456,-18.788797165371975,-18.721611789228547,-18.83223180676995,-19.06378848615988,102.0,-0.4563533834586466,-0.4801366120218579,0.0115967747181011,No,0.0753751933318516,No,-0.0910133966927323,No,0.08872422,No,0.7218045112781954
DOT1L,NM_032482,-18.78899372448084,-18.72189429505711,-18.83329281331056,-19.06569698676617,99.0,-0.4644444444444445,-0.4464705882352941,0.466337692816389,No,0.32663965524425603,No,0.557544114603726,No,0.055214840359108,No,0.8333333333333334
PSMD6,NM_001271779,-18.790062671669745,-18.7220471346405,-18.83478808465888,-19.066800536629867,62.0,-0.4870588235294118,-0.4654703832752614,-0.289037481034308,No,-0.431492655888077,No,-0.4420209,No,-0.2036822,No,0.7379679144385026
NDUFV3,NM_021075,-18.7926634533698,-18.723293875411528,-18.83639660861654,-19.0672119746114,95.0,-0.5077272727272727,-0.4340361445783133,0.24255855445468302,No,0.5639593439041479,No,0.6134639000000001,No,0.44053580000000003,No,0.7575757575757576
DLST,NM_001933,-18.7926634533698,-18.72331778284196,-18.840612870951848,-19.068038160550216,88.0,-0.24952380952380954,-0.34865030674846625,-0.31819797100111796,No,-0.20923005264695,No,-0.31363459999999993,No,-0.11345999999999999,No,0.6984126984126984
MIF4GD,NM_001242498,-18.794447575163304,-18.72356969943755,-18.840960943765964,-19.07030316718107,112.0,-0.5403649635036496,-0.4389451476793249,0.528790643051375,No,0.0903602900716302,No,0.528493417623515,No,-0.00918017403374359,No,0.7737226277372263
ING4,NM_001127582,-18.79671772369784,-18.724258362351986,-18.84236984724488,-19.07030316718107,112.0,-0.3070731707317073,-0.2338297872340425,-0.0912641908419192,No,0.0137348999390405,No,-0.2537747,No,0.09993894,No,0.5365853658536586
PAPSS1,NM_005443,-18.797361974151357,-18.724315620458714,-18.844956726382765,-19.071087788641485,83.0,-0.3796428571428572,-0.3123913043478261,-0.28683664807320597,No,-0.29649375777298,No,-0.27904179999999995,No,-0.04680645,No,0.7619047619047619
SLC9A7,NM_001257291,-18.797848000892394,-18.72484607908945,-18.846272685163644,-19.073077094063798,72.0,-0.5137762237762238,-0.6353909465020576,0.33516318864247696,No,0.115741654415909,No,0.10310760000000001,No,-0.1168482,No,0.8111888111888111
CPOX,NM_000097,-18.798815462779334,-18.725172929884966,-18.85091014144568,-19.075747322619677,108.0,-0.4109345794392523,-0.5463768115942028,-0.13556228490223,No,-0.0486653605546634,No,-0.147931958973854,No,0.23354787886181103,No,0.6635514018691588
RPRD1B,NM_021215,-18.79884750122548,-18.72566612604595,-18.851334985969693,-19.076952908093887,74.0,-0.4593283582089552,-0.4471314741035857,-0.100845481068976,No,-0.153469091731822,No,-0.0556217564192653,No,0.11394560000000001,No,0.6890547263681592
FANCE,NM_021922,-18.800043560667426,-18.725969711512853,-18.85150429140737,-19.0773694879791,103.0,-0.5055135135135135,-0.5519649122807018,0.12499335912070099,No,0.17059760475640498,No,0.13605150000000002,No,-0.273767,No,0.7297297297297297
RNF31,NM_017999,-18.80231370920196,-18.726232696655703,-18.852234952915648,-19.07776956800044,86.0,-0.5354618473895583,-0.5504584527220631,0.14001564529436097,No,0.29765559817912896,No,0.12455540699445698,No,-0.124448321092059,No,0.7309236947791165
GOT2,NM_002080,-18.8024851916683,-18.72676559033457,-18.85244839564119,-19.079872618197214,106.0,-0.32356589147286824,-0.41074235807860265,0.00980709872606607,No,-0.244050504316653,No,-0.44986862292690905,No,-0.244643644981552,No,0.689922480620155
C1orf52,NM_198077,-18.802815824833818,-18.727068122089005,-18.855068520104073,-19.086218622486967,111.0,-0.3623076923076923,-0.4776258992805755,0.332916098462401,No,0.827955603630018,No,0.928089758691144,No,1.09656975814865,enrich,0.717948717948718
MMGT1,NM_173470,-18.804167277851285,-18.72818498035496,-18.855263934514284,-19.08800274428047,119.0,-0.3045360824742268,-0.3490983606557377,0.392896597481531,No,-0.6411427658991601,No,-0.47449805199047707,No,0.2824408,No,0.6108247422680413
PFDN4,NM_002623,-18.804914490902018,-18.729015803956603,-18.855332547018,-19.088321672683747,114.0,-0.39181159420289857,-0.3188235294117647,-0.268310799134198,No,0.15030720646911702,No,-0.3148535,No,0.6504613,No,0.6304347826086957
WDR1,NM_017491,-18.805158661334197,-18.7292231811273,-18.856905521750235,-19.088414013050407,83.0,-0.5896739130434783,-0.5447435897435897,-0.0295296064456507,No,-0.0243560652196624,No,-0.11451732833175099,No,-0.1736139,No,0.7717391304347826
UBE2B,NM_003337,-18.805158661334197,-18.72972957679216,-18.857239196782515,-19.089642110938488,82.0,-0.460452380952381,-0.44559615384615386,-0.512442673956132,No,-0.33156521792412197,No,-0.6010816,No,-0.1676341,No,0.6523809523809524
DDX51,NM_175066,-18.80533014380053,-18.730793878905192,-18.85830612148,-19.09133372315374,116.0,-0.4935897435897436,-0.5625899280575539,0.341370186816226,No,0.38876019133439205,No,0.46175379999999994,No,0.8959267,No,0.8205128205128205
RBM10,NM_001204468,-18.807930925500592,-18.735107112674235,-18.8587349704086,-19.092187960681574,85.0,-0.471528384279476,-0.4871732522796353,-0.0563127705461883,No,0.40543505068083396,No,0.4528625,No,0.16575,No,0.6637554585152838
UBQLN1,NM_013438,-18.808999872689494,-18.735425648826357,-18.858783511505933,-19.092529782595687,108.0,-0.4505052264808362,-0.4798961424332344,-0.56778654989682,No,-0.288327880195002,No,-0.248003834612242,No,-0.0706819140963145,No,0.6550522648083623
KAT5,NM_182710,-18.809384414128576,-18.73658174742992,-18.861021076359748,-19.092529782595687,113.0,-0.4590601503759398,-0.4800273224043716,-0.0187129905582286,No,0.11841385584071301,No,0.20940189999999997,No,0.1082231,No,0.6616541353383458
EIF4B,NM_001300821,-18.813282740572536,-18.736597769450366,-18.861092637557995,-19.09351792496858,105.0,-0.25601769911504424,-0.329079754601227,0.0373650834148436,No,0.689711012828582,No,0.359105389741555,No,0.21193626058101397,No,0.6548672566371682
PICALM,NM_007166,-18.818980761687172,-18.73718325892969,-18.86109904683859,-19.09538285157809,73.0,-0.5853943217665615,-0.5266187050359712,-0.44768899482682506,No,-0.31426875599497495,No,-0.31487020000000004,No,-0.2596465,No,0.7255520504731862
ING3,NM_019071,-18.818980761687172,-18.737986469688032,-18.86124259871305,-19.098053080133973,95.0,-0.2872388059701493,-0.3247435897435897,-0.19555446597494602,No,0.30461675214496997,No,0.1006283,No,0.3512842,No,0.5671641791044776
PSMB2,NM_002794,-18.819050208543,-18.739742558683147,-18.862098967089228,-19.098053080133973,72.0,-0.3346359223300971,-0.3369921875,0.006307650857441029,No,-0.0649994935765364,No,-0.229820105183546,No,-0.05893663,No,0.5800970873786407
RRP9,NM_004704,-18.82066284787016,-18.743076027896844,-18.864241971380128,-19.09839490204809,80.0,-0.48594594594594603,-0.5389080459770115,0.19343763988372,No,0.25884249377830104,No,0.5526566047093799,No,-0.0214872079019692,No,0.7027027027027027
GNB1L,NM_053004,-18.82066284787016,-18.74588656316864,-18.864678409436234,-19.098474044147764,100.0,-0.4764978902953586,-0.4464985163204748,0.524437964736927,No,0.176464489739294,No,0.1402625,No,-0.19249360000000001,No,0.70042194092827
PPIL2,NM_014337,-18.820834330336496,-18.746168883182847,-18.864717261914443,-19.102849252397466,90.0,-0.4712931034482759,-0.3544907407407407,-0.120188391014526,No,0.010957943269958999,No,-0.13687929999999998,No,-0.1461172,No,0.6724137931034483
ADPGK,NM_031284,-18.820834330336496,-18.747080811354238,-18.865820293334668,-19.10495230259424,96.0,-0.4429787234042553,-0.5744329896907217,0.262689676638869,No,-0.172434358829521,No,-0.154579966901615,No,-0.3245053593026,No,0.7127659574468085
PNN,NM_002687,-18.822035531682133,-18.74756846353727,-18.866138555617248,-19.10821059350168,124.0,-0.4762886597938145,-0.3957868020304569,-0.35969787315904,No,-0.0109936491443258,No,0.1568806,No,-0.16882439999999999,No,0.6701030927835051
ATP5PO,NM_001697,-18.822035531682133,-18.74878438927902,-18.8669352235802,-19.113320552264764,124.0,-0.3510989010989011,-0.3804188481675392,-0.0212022485158405,No,-0.41520427469307897,No,-0.4583018,No,-0.28389590000000003,No,0.6373626373626373
APOL3,NM_145641,-18.823104478871034,-18.750643634086494,-18.86821439082997,-19.113899088584052,92.0,-0.3172659524918491,-0.3237338673787272,-0.00122689072745036,No,-0.042345177194377,No,-0.21377110000000002,No,0.0019517879999999999,No,0.4354913833255706
MICB,NM_005931,-18.825532851118048,-18.7516802463991,-18.86892589461075,-19.114389499453665,92.0,-0.38416666666666666,-0.4039344262295082,0.7368645342995059,No,0.42722888386830005,No,0.9710827,No,0.4946209,No,0.5902777777777778
DDX58,NM_014314,-18.826360868984803,-18.752488160141738,-18.869189440128864,-19.11500263844775,89.0,-0.3479746835443038,-0.3325581395348837,-0.535603980297626,No,-0.21768918057937697,No,-0.528823469747572,No,-0.30131731448098,No,0.5949367088607594
GNA15,NM_002068,-18.82870046437516,-18.752680492305625,-18.870706372657533,-19.11926042968826,103.0,-0.5299045346062052,-0.5295761078998074,0.4835478012986,No,0.0962377459448947,No,-0.0382350262812984,No,0.325220721719197,No,0.7136038186157518
NEMP1,NM_001130963,-18.82903109754068,-18.752913782621032,-18.87091594252616,-19.120946899999822,97.0,-0.2923913043478261,-0.4185616438356165,0.0267953902223499,No,-0.18687508358632002,No,-0.26843259999999997,No,-0.18729129999999997,No,0.6086956521739131
TCTA,NM_022171,-18.830815219334177,-18.75510551471947,-18.87096480808757,-19.121688801935274,118.0,-0.425475113122172,-0.4595327102803738,0.42165637763379904,No,0.155006523713117,No,0.2085355,No,0.5099197,No,0.6380090497737556
